arg1_rel,arg2_rel,arg1,arg2,text,text_pl
Other,Other,,,Integrated <e1>production schemes</e1> are spreading into various <e2>crops</e2> and may have relevance for sectors such as dairy production.,Zintegrowane <e1>schematy produkcyjne</e1> rozprzestrzeniają się na różne <e2>uprawy</e2> i mogą mieć znaczenie dla sektorów takich jak produkcja mleczarska.
Component,Whole,e1,e2,"With a pen procured from the <e1>pocket</e1> of his lab <e2>coat</e2> he jotted a quick note in the spiral, yelling, ""Driver! Why in the fuck aren't you pumping any gas?!?"".","Długopisem wydobytym z <e1>kieszeni</e1> jego laboratoryjnego <e2>fartu</e2> napisał krótką notatkę w spirali, krzycząc: „Kierowca! ?!?""."
Component,Whole,e1,e2,"The <e1>chassis</e1> of the <e2>truck</e2> has two wooden beams fixed to it, which carry the body framework; two monorails.","<e1>Podwozie</e1> <e2>ciężarówki</e2> ma przymocowane do niego dwie drewniane belki, które podtrzymują ramę nadwozia; dwie kolejki jednoszynowe."
Component,Whole,e1,e2,"The throttle of the <e1>truck</e1>'s <e2>engine</e2> was wide open now, and the roar of the engine, emitted through the vertical exhaust acting as a stack, was loud and strangely comforting.","Przepustnica <e1>ciężarówki</e1> <e2>silnika</e2> była teraz szeroko otwarta, a ryk silnika, wydobywający się z pionowego układu wydechowego, pełniącego funkcję komina, był głośny i dziwnie uspokajający."
Entity,Destination,e1,e2,Much <e1>effort</e1> has been put into <e2>research</e2> of the phenomenon of voltage collapse.,Wiele <e1>wysiłku</e1> włożono w <e2>badanie</e2> zjawiska załamania napięcia.
Message,Topic,e1,e2,"This <e1>article</e1> is about the <e2>use</e2> of bench marks in surveying, for other uses see Bench mark.","Ten <e1>artykuł</e1> dotyczy <e2>wykorzystania</e2> wzorców w geodezji, inne zastosowania można znaleźć w punktach odniesienia."
Product,Producer,e1,e2,"It's called Symform - a stealthy Seattle <e1>outfit</e1> founded by a <e2>pair</e2> of ex-Microsoft employees, Praerit Garg and Bassam Tabbara.","Nazywa się Symform — ukradkowy <e1>strój</e1> z Seattle założony przez <e2>parę</e2> byłych pracowników firmy Microsoft, Praerita Garga i Bassama Tabbarę."
Product,Producer,e1,e2,"In this <e1>work</e1> the <e2>researchers</e2>, for the first time, attest that monopoles exist as emergent states of matter, i.e. they emerge from special arrangements of dipoles and are completely different from the constituents of the material.","W tej <e1>pracy</e1> <e2>badacze</e2> po raz pierwszy zaświadczają, że monopole istnieją jako emergentne stany materii, tj. wyłaniają się one ze specjalnych układów dipoli i są całkowicie różne od składników materiału."
Cause,Effect,e1,e2,The <e1>transmitter</e1> sends a radio <e2>signal</e2> to the doorbell radio receiver inside the building.,<e1>nadajnik</e1> wysyła <e2>sygnał</e2> radiowy do odbiornika radiowego dzwonka w budynku.
Product,Producer,e1,e2,"But in a <e1>statement</e1> put out by the <e2>group</e2>, it reiterated that it would be illegal to create a robot that used dead bodies as an energy source.","Ale w <e1>oświadczeniu</e1> wydanym przez <e2>grupę</e2> powtórzono, że tworzenie robota, który wykorzystuje martwe ciała jako źródło energii, byłoby nielegalne."
Member,Collection,e2,e1,This classic Huffman photograph pictures the cow hands on their way to set up camp with their <e1>remuda</e1> of <e2>geldings</e2> trailing behind.,To klasyczne zdjęcie Huffmana przedstawia krowie ręce w drodze do rozbicia obozu z <e1>remudą</e1> <e2>wałachów</e2> ciągnących się za nimi.
Entity,Destination,e1,e2,"A real-time three dimensional <e1>echocardiography system</e1> has arrived into our <e2>clinical cardiology</e2>, allowing noninvasive and repeatable spatial visualisation.","W naszej <e2>kardiologii klinicznej</e2> pojawił się trójwymiarowy <e1>system echokardiografii</e1> w czasie rzeczywistym, umożliwiający nieinwazyjną i powtarzalną wizualizację przestrzenną."
Entity,Destination,e1,e2,News of the broken engagement came three months after Love Hewitt was snapped sobbing as he packed <e1>luggage</e1> into the back of a <e2>vehicle</e2> outside her home.,"Wiadomość o zerwaniu zaręczyn pojawiła się trzy miesiące po tym, jak Love Hewitt szlochała, gdy pakował <e1>bagaż</e1> na tył <e2>pojazdu</e2> przed jej domem."
Message,Topic,e2,e1,"Germans complained bitterly in the Rostrum newspapers, and these <e1>complaints</e1> were reflected in propaganda <e2>films</e2> regarding soldiers from the French colonial.","Niemcy gorzko skarżyli się na trybunach, a te <e1>skargi</e1> znalazły odzwierciedlenie w <e2>filmach</e2> propagandowych dotyczących żołnierzy z francuskiej kolonii."
Product,Producer,e1,e2,The <e1>products</e1> manufactured by this <e2>firm</e2> still continue to be chiefly dyestuffs.,<e1>Produkty</e1> wytwarzane przez tę <e2>firmę</e2> to nadal głównie barwniki.
Product,Producer,e1,e2,The remainder was reconstructed by Deryck Cooke in 1964 from extensive <e1>sketches</e1> left by the <e2>composer</e2>.,Pozostała część została zrekonstruowana przez Derycka Cooke'a w 1964 roku z obszernych <e1>szkiców</e1> pozostawionych przez <e2>kompozytora</e2>.
Instrument,Agency,e2,e1,"Specifying a command once, <e1>consumers</e1> execute it by using input <e2>parameters</e2>.","Określając polecenie raz, <e1>konsumenci</e1> wykonują je przy użyciu wejściowych <e2>parametrów</e2>."
Message,Topic,e1,e2,The new <e1>letter</e1> reminds them of the broker's <e2>prediction</e2> about ABC's stock and makes a new prediction about DEF's stock for the next month.,Nowy <e1>list</e1> przypomina im o <e2>prognozie</e2> brokera na temat akcji ABC i przedstawia nową prognozę dotyczącą akcji DEF na następny miesiąc.
Cause,Effect,e1,e2,They are all in on it and the same <e1>people</e1> who caused the <e2>destruction</e2> of the economy are still running the show so they can keep us down and buy up the country cheap.,"Wszyscy są w to zamieszani, a ci sami <e1>ludzie</e1>, którzy spowodowali <e2>zniszczenie</e2> gospodarki, nadal prowadzą program, aby mogli nas powstrzymać i tanio wykupić kraj."
Entity,Destination,e1,e2,The nuclear qualified electronics <e1>technicians</e1> were sent to <e2>nuclear aircraft carriers</e2>.,Wykwalifikowani <e1>technicy</e1> elektronicy nuklearni zostali wysłani na <e2>nuklearne lotniskowce</e2>.
Instrument,Agency,e2,e1,A <e1>player</e1> attaches a <e2>flashlight</e2> to a rifle which is later discarded.,"<e1>gracz</e1> dołącza <e2>latarkę</e2> do karabinu, która jest później odrzucana."
Message,Topic,e2,e1,"Additionally, his <e1>record</e1> as a Vietnam veteran has been documented in a recent <e2>book</e2>.",Ponadto jego <e1>rekord</e1> jako weterana w Wietnamie został udokumentowany w niedawnej <e2>książce</e2>.
Cause,Effect,e2,e1,"In two of the cases reported in the media, an older woman's baby was stillborn because of an abnormal placeta, and one of the <e1>miscarriages</e1> was caused by the umbilical <e2>chord</e2> encircling the fetus.","W dwóch przypadkach opisanych w mediach dziecko starszej kobiety urodziło się martwe z powodu nieprawidłowego łożyska, a jedno z <e1>poronień</e1> było spowodowane <e2>pępowiną</e2> otaczającą płód ."
Member,Collection,e2,e1,"The plan for the day was for our group to join a <e1>convoy</e1> of <e2>buses</e2>, vans and coasters on a 3-hour drive across the bare Egyptian desert to the distant city of Abu Simbel.","Plan na ten dzień był taki, aby nasza grupa dołączyła do <e1>konwoju</e1> <e2>autobusów</e2>, furgonetek i kolejek górskich podczas 3-godzinnej jazdy przez nagą egipską pustynię do odległego miasta Abu Simbel."
Cause,Effect,e2,e1,"When it was closer she saw the <e1>light</e1> was coming from a <e2>flashlight</e2> being carried in the mouth of a large black Scottie dog, its muzzle gray with age.","Kiedy podszedł bliżej, zobaczyła, że ​​<e1>światło</e1> pochodzi z <e2>latarki</e2> noszonej w pysku dużego czarnego psa szkockiego, którego pysk poszarzał ze starości."
Component,Whole,e2,e1,"The <e1>meeting</e1> was opened by the <e2>welcome speech</e2> of the Mayor of Komotini, Mr. Dimitrios. Kotsakis.","<e1>Spotkanie</e1> zostało otwarte <e2>przemówieniem powitalnym</e2> burmistrza Komotini, pana Dimitriosa. Kotsaki."
Member,Collection,e2,e1,"Having been won over by the slick downiness of a paddling of ducklings nibbling bread crumbs on the central pond, I was irritated to see their place taken by a <e1>squabble</e1> of <e2>seagulls</e2>.","Oczarowany śliskim, puszystym wiosłowaniem kaczych kaczek skubiących bułkę tartą na centralnym stawie, zirytował mnie widok ich miejsca zajęty przez <e1>sprzeczkę</e1> <e2>mew</e2>."
Other,Other,,,The <e1>building</e1> leaked from every conceivable <e2>place</e2>.,<e1>budynek</e1> wyciekał z każdego możliwego <e2>miejsca</e2>.
Member,Collection,e2,e1,"Such an uneasy state of affairs existed until the fifth century, when the empire's Rhine barrier was breached, allowing a vast, mixed <e1>horde</e1> of <e2>barbarians</e2> to stream into Italy, thereby laying the groundwork for the kingdoms that would eventually come to dominate the European continent.","Taki niespokojny stan rzeczy trwał do V wieku, kiedy to przełamano barierę nad Renem, pozwalając ogromnej, mieszanej <e1>hordzie</e1> <e2>barbarzyńców</e2> napłynąć do Włoch, tworząc w ten sposób podwaliny pod królestwa, które ostatecznie zdominowały kontynent europejski."
Instrument,Agency,e2,e1,The <e1>users</e1> navigate on a Bloomberg with a special color-coded <e2>keyboard</e2>.,<e1>Użytkownicy</e1> poruszają się po Bloombergu za pomocą specjalnej <e2>klawiatury</e2> oznaczonej kolorami.
Component,Whole,e1,e2,The fourteen paintings are presented in up to three levels of detail as you walk through the two <e1>floors</e1> of the <e2>cottage</e2>.,"Czternaście obrazów jest przedstawionych na maksymalnie trzech poziomach szczegółowości, gdy przechodzisz przez dwa <e1>piętra</e1> <e2>domku</e2>."
Message,Topic,e1,e2,"On the eve of the Olympics, the Times Online ran a <e1>story</e1> looking at disconcerting <e2>trends</e2> developing in the doping world.",W przeddzień igrzysk olimpijskich Times Online opublikował <e1>historię</e1> dotyczącą niepokojących <e2>trendów</e2> rozwijających się w świecie dopingu.
Entity,Destination,e1,e2,We inserted the <e1>faces</e1> into the provided <e2>templates</e2>.,Wstawiliśmy <e1>twarze</e1> do dostarczonych <e2>szablonów</e2>.
Component,Whole,e2,e1,The full featured <e1>keyboards</e1> had <e2>keys</e2> 4 times bigger than the traditional keyboard.,W pełni funkcjonalne <e1>klawiatury</e1> miały <e2>klawisze</e2> 4 razy większe niż tradycyjna klawiatura.
Message,Topic,e1,e2,The <e1>programme</e1> of events has been organised around five main <e2>themes</e2>.,<e1>program</e1> wydarzeń został zorganizowany wokół pięciu głównych <e2>tematów</e2>.
Product,Producer,e1,e2,Defining the bounds of the Old City are its massive <e1>walls</e1> having been built by the Ottoman <e2>sultan</e2> Sulieman the Magnificent.,Granice Starego Miasta wyznaczają jego masywne <e1>mury</e1> zbudowane przez osmańskiego <e2>sułtana</e2> Suliemana Wspaniałego.
Entity,Destination,e1,e2,The Princeton Jaycees have bestowed <e1>senatorships</e1> to three <e2>individuals</e2>.,Princeton Jaycees przyznali <e1>kary senackie</e1> trzem <e2>osobom</e2>.
Other,Other,,,"Both goals were addressed, but the primary goal of the <e1>street</e1> <e2>furniture</e2> was to enhance the quality of life for people in Phildaelphia and the secondary goal was to increase revenue for the City of Philadelphia.","Oba cele zostały zrealizowane, ale głównym celem <e1>ulicy</e1> <e2>meble</e2> było podniesienie jakości życia mieszkańców Filadelfii, a celem drugorzędnym było zwiększenie dochodów miasta Filadelfia."
Message,Topic,e1,e2,The GAA's Central Council published <e1>measures</e1> with regard to disciplinary <e2>procedures</e2>.,Rada Centralna GAA opublikowała <e1>środki</e1>w odniesieniu do <e2>postępowań dyscyplinarnych</e2>.
Member,Collection,e2,e1,"The young goshawks seemed a bit fazed by all the cover, and never really got onto the rabbits, so we moved out to the field and Roy worked his pointer until we found a youngish <e1>covey</e1> of <e2>partridges</e2>.","Młode jastrzębie wydawały się nieco zakłopotane całą okładką i nigdy tak naprawdę nie wpadły na króliki, więc przenieśliśmy się na pole, a Roy pracował nad wskazówką, aż znaleźliśmy młodą <e1>grupę</e1> <e2>kuropatw </e2>."
Product,Producer,e2,e1,A senior UN <e1>official</e1> sacked earlier this year had drawn up <e2>plans</e2> to depose Afghanistan's president Hamid Karzai.,Wysoki <e1>urzędnik</e1> ONZ zwolniony na początku tego roku opracował <e2>plan</e2> obalenia prezydenta Afganistanu Hamida Karzaja.
Product,Producer,e1,e2,Buy Owner is a brick and <e1>mortar</e1> <e2>company</e2> with a long term knowledgeable staff dedicated to providing your property with the maximum amount of exposure.,"Buy Owner to firma z cegły i <e1>zaprawy</e1> <e2></e2> z długoletnim, kompetentnym personelem, którego celem jest zapewnienie Twojej nieruchomości maksymalnej ekspozycji."
Other,Other,,,The jury's <e1>deliberations</e1> were reported weekly on <e2>air</e2>.,<e1>Obrady</e1> jury były relacjonowane co tydzień <e2>na antenie</e2>.
Entity,Origin,e1,e2,Space <e1>beer</e1> is made from <e2>barley</e2> grown in space.,Kosmiczne <e1>piwo</e1> jest zrobione z <e2>jęczmienia</e2> uprawianego w kosmosie.
Cause,Effect,e1,e2,<e1>Vulvodynia</e1> is the cause of chronic <e2>vulval pain</e2> in the absence of skin disease and infection.,<e1>Wulwodynia</e1> jest przyczyną przewlekłego <e2>bólu sromu</e2> przy braku chorób skóry i infekcji.
Component,Whole,e1,e2,"This concept uses a <e1>servo</e1> embedded in a <e2>wallet</e2>, which rotates its arm from parallel to perpendicular to the wallet surface.","Ta koncepcja wykorzystuje <e1>serwo</e1> osadzone w <e2>portfelu</e2>, który obraca ramię z równoległego do prostopadłego do powierzchni portfela."
Other,Other,,,This movie has thrown <e1>viewers</e1> into <e2>confusion</e2>.,Ten film wprawił <e1>widzów</e1> w <e2>zamieszanie</e2>.
Component,Whole,e1,e2,"The old brick walls, the smell of paper and the big <e1>couch</e1> in the <e2>shop</e2> all help to create the image of a comfortable place where people would want to spend time.","Stare ceglane ściany, zapach papieru i duża <e1>kanapa</e1> w <e2>sklepie</e2> pomagają stworzyć wizerunek wygodnego miejsca, w którym ludzie chcieliby spędzać czas."
Entity,Destination,e1,e2,I have already fetched the <e1>mail</e1> into my <e2>account</e2> via GMail.,Pobrałem już <e1>pocztę</e1> na moje <e2>konto</e2> przez Gmaila.
Entity,Destination,e1,e2,High test scores have placed the <e1>student</e1> into a top <e2>university</e2>.,Wysokie wyniki testów plasują <e1>studenta</e1> na czołowej <e2>uczelni</e2>.
Product,Producer,e1,e2,The distance between a <e1>blog</e1> <e2>writer</e2> and an audience happens only if the audience never shows up.,"Odległość między <e1>blogiem</e1> <e2>autorem</e2> a publicznością występuje tylko wtedy, gdy publiczność nigdy się nie pojawia."
Cause,Effect,e2,e1,Olympic chiefs are worried about the environmental <e1>damage</e1> caused by the Olympic <e2>flame</e2>.,Szefowie olimpijscy martwią się o <e1>szkody</e1> dla środowiska spowodowane przez <e2>płomień</e2> olimpijski.
Cause,Effect,e2,e1,"The log truck caught <e1>fire</e1> after the <e2>collision</e2>, but the 35-year-old driver escaped before the cab became engulfed in flames.","Ciężarówka do przewozu drewna <e1>pożar</e1> zapaliła się po <e2>kolizji</e2>, ale 35-letni kierowca uciekł, zanim taksówka została pochłonięta przez płomienie."
